name,artist,artist_first_letter,artist_songs_ratio,year,song_popularity,artist_popularity,duration_ms,key,time_signature,acousticness,danceability,energy,instrumentalness,loudness,speechiness,valence,tempo,genres,views,old_chart_position,new_chart_location
seventies_Marquee Moon,Television,T,0.002012072,1977,57,56,638426,7,4,0.0391,0.49,0.536,0.371,-10.83,0.0382,0.732,118.008,"['Post-punk', 'Rock music', 'Art punk']",59283,0,0
seventies_Seasons in the Sun,Terry Jacks,T,0.002012072,1961,51,49,205586,6,4,0.443,0.623,0.427,0,-14.58,0.05,0.899,99.167,['Chanson'],119382,0,0
seventies_The Long And Winding Road,The Beatles,T,0.006036217,1970,61,90,218186,3,4,0.756,0.299,0.329,0.0105,-10.096,0.0279,0.392,132.282,['Rock music'],85136,0,99
seventies_Across The Universe,The Beatles,T,0.006036217,1969,64,90,228133,1,4,0.361,0.257,0.412,8.68E-05,-11.788,0.0287,0.858,152.126,['Psychedelic folk'],96462,0,42
seventies_Let It Be,The Beatles,T,0.006036217,1970,77,90,243026,0,4,0.631,0.443,0.403,0,-8.339,0.0322,0.41,143.462,"['Rock music', 'Pop music', 'Gospel music']",86724,1,1
seventies_I Don't Like Mondays,The Boomtown Rats,B,0.002012072,1979,60,52,259093,11,4,0.743,0.472,0.464,0,-6.848,0.0404,0.444,141.35,[],189694,0,0
seventies_Just What I Needed,The Cars,C,0.002012072,1978,69,70,225626,4,4,0.0152,0.619,0.579,6.40E-05,-9.307,0.0473,0.69,127.224,"['New wave music', 'Power pop', 'Hard rock']",29987,0,0
seventies_The Devil Went Down to Georgia,The Charlie Daniels Band,C,0.002012072,1979,62,63,215066,0,4,0.131,0.517,0.535,0,-12.027,0.0494,0.933,135.087,"['Bluegrass music', 'Country music', 'Country rock']",116636,0,0
seventies_I Fought the Law,The Clash,C,0.004024145,1960,62,76,163240,2,4,0.00539,0.525,0.9,4.09E-05,-6.815,0.0545,0.883,151.274,['Rock and roll'],80188,0,0
seventies_London Calling,The Clash,C,0.004024145,1979,71,76,200480,0,4,0.123,0.651,0.801,0,-7.34,0.0513,0.776,133.763,"['Post-punk', 'Punk rock']",176180,0,0
seventies_Boys Don't Cry,The Cure,C,0.002012072,1979,72,78,155973,11,4,0.00517,0.462,0.836,0,-5.766,0.0621,0.671,168.766,['Post-punk'],66657,0,0
seventies_Listen to the Music,The Doobie Brothers,D,0.004024145,1972,74,73,227266,1,4,0.221,0.645,0.598,3.53E-06,-13.18,0.0335,0.913,105.929,['Rock music'],26576,0,0
seventies_Long Train Runnin',The Doobie Brothers,D,0.004024145,1973,71,73,207266,7,4,0.0916,0.575,0.912,0.00211,-7.275,0.0393,0.843,117.399,['Country rock'],26834,0,0
seventies_Riders on the Storm,The Doors,T,0.002012072,1971,72,78,434720,11,4,0.25,0.549,0.722,0.0138,-11.729,0.0283,0.716,103.885,['Psychedelic rock'],83688,0,81
seventies_American Woman,The Guess Who,G,0.002012072,1970,35,63,304426,9,4,0.141,0.553,0.628,1.91E-05,-10.839,0.0738,0.48,93.884,"['Blues rock', 'Hard rock', 'Psychedelic rock']",87929,0,0
seventies_The Air That I Breathe,The Hollies,H,0.002012072,1974,63,66,257106,4,4,0.242,0.279,0.473,0.00164,-8.375,0.0309,0.246,167.792,[],57692,13,0
seventies_Never Can Say Goodbye,The Jackson 5,J,0.006036217,1975,48,73,177626,2,4,0.565,0.528,0.658,0.000843,-11.751,0.0386,0.909,165.796,['Soul music'],41656,3,0
seventies_ABC,The Jackson 5,J,0.006036217,1970,63,73,177426,8,4,0.451,0.71,0.815,0.000469,-7.765,0.0438,0.955,93.603,"['Soul music', 'R&B', 'Bubblegum pop', 'Disco']",42740,0,0
seventies_I'll Be There,The Jackson 5,J,0.006036217,1970,66,73,237760,5,4,0.593,0.51,0.515,1.24E-06,-7.247,0.0253,0.331,93.212,['Soul music'],69248,0,0
seventies_Blame It on the Boogie,The Jacksons,T,0.002012072,1978,45,65,210373,8,4,0.0671,0.774,0.747,0,-7.302,0.0928,0.881,113.298,['Disco'],42610,0,62
seventies_Lola,The Kinks,K,0.002012072,1970,57,72,242026,9,4,0.459,0.468,0.839,0.461,-7.39,0.0365,0.935,151.842,"['Rock music', 'Folk rock']",147083,0,0
seventies_My Sharona,The Knack,K,0.002012072,1979,72,63,295400,0,4,0.0589,0.586,0.7,0.00125,-9.558,0.0363,0.897,147.245,"['Power pop', 'New wave music']",128443,0,0
seventies_Let's All Chant,The Michael Zager Band,M,0.002012072,1977,44,37,184453,4,4,0.0289,0.85,0.769,0.01,-8.648,0.0359,0.967,122.007,['Disco'],11005,0,0
seventies_Airport,The Motors,M,0.002012072,1979,44,37,278933,11,4,0.31,0.516,0.451,0,-11.828,0.0284,0.577,136.601,"['Power pop', 'New wave music']",5268,10,0
seventies_For the Love of Money,The O'Jays,O,0.004024145,1974,49,64,439866,0,4,0.236,0.679,0.802,2.33E-06,-7.739,0.0406,0.894,97.375,"['R&B', 'Philadelphia soul', 'Funk']",23527,0,0
seventies_Love Train,The O'Jays,O,0.004024145,1972,68,64,178400,0,4,0.186,0.744,0.568,1.18E-05,-9.629,0.0494,0.687,122.657,"['Rhythm and blues', 'Philadelphia soul', 'Disco']",28950,0,0
seventies_I Think I Love You,The Partridge Family,P,0.002012072,1971,49,47,175306,3,4,0.236,0.413,0.6,0,-9.096,0.0412,0.725,204.692,"['Pop music', 'Baroque pop']",24081,11,0
seventies_Roxanne,The Police,T,0.010060362,1978,75,79,191946,0,4,0.0384,0.618,0.748,4.10E-06,-8.905,0.358,0.663,134.114,"['Reggae rock', 'New wave music']",76510,0,29
seventies_So Lonely,The Police,P,0.010060362,1978,63,79,289586,7,4,0.0123,0.541,0.571,1.55E-06,-8.308,0.16,0.73,77.335,"['Reggae rock', 'New wave music']",15021,0,0
seventies_Message In A Bottle,The Police,P,0.010060362,1979,72,79,290280,1,4,0.0338,0.577,0.808,1.33E-05,-7.04,0.039,0.869,151.008,[],0,0,0
seventies_Walking On The Moon,The Police,P,0.010060362,1979,62,79,300826,0,4,0.00142,0.514,0.34,0.0173,-12.779,0.0537,0.269,145.992,"['Reggae rock', 'New wave music']",23999,0,0
seventies_Can't Stand Losing You,The Police,P,0.010060362,1978,55,79,168826,2,4,0.074,0.785,0.55,2.32E-05,-12.09,0.366,0.928,142.53,"['Reggae rock', 'New wave music']",15962,0,0
seventies_Wild Horses,The Rolling Stones,T,0.00804829,1971,69,84,341773,7,4,0.669,0.371,0.404,0.00453,-6.452,0.0255,0.153,74.386,['Country rock'],103076,0,56
seventies_Angie,The Rolling Stones,T,0.00804829,1974,70,84,272000,9,4,0.725,0.438,0.541,0.000191,-6.012,0.0294,0.396,136.224,"['Soft rock', 'Glam rock']",55752,19,27
seventies_Brown Sugar,The Rolling Stones,R,0.00804829,1971,69,84,228666,0,4,0.215,0.641,0.927,0.00029,-3.532,0.0351,0.966,128.606,"['Hard rock', 'Rock and roll', 'Blues rock', 'Boogie rock']",80461,0,0
seventies_Miss You,The Rolling Stones,R,0.00804829,1978,65,84,288666,9,4,0.462,0.803,0.725,0.0137,-4.726,0.0432,0.785,109.7,"['Disco', 'Soul music']",43137,0,0
seventies_A Message to You Rudy,The Specials,S,0.002012072,1979,61,61,172600,0,4,0.149,0.906,0.45,0.000232,-8.003,0.0627,0.969,103.476,"['Rocksteady', 'Ska', '2 Tone (music genre)']",1020,0,0
seventies_No More Heroes,The Stranglers,S,0.002012072,1977,19,60,208346,0,4,0.000116,0.292,0.931,0.141,-8.046,0.0689,0.782,150.965,[],10333,0,0
seventies_Rapper's Delight,The Sugarhill Gang,S,0.002012072,1979,43,57,239466,2,4,0.076,0.912,0.836,3.22E-06,-7.615,0.231,0.724,111.7,"['Old-school hip hop', 'Disco', 'Funk']",134352,0,0
seventies_Papa Was A Rolling Stone,The Temptations,T,0.002012072,1972,41,74,432893,5,4,0.0559,0.847,0.599,0.00483,-11.607,0.0422,0.873,119.997,[],72177,0,0
seventies_Disco Inferno,The Trammps,T,0.002012072,1976,52,57,213840,10,4,0.000362,0.676,0.704,0.0709,-8.534,0.0329,0.812,129.594,"['Disco', 'Funk']",45630,0,0
seventies_Teenage Kicks,The Undertones,T,0.002012072,1979,58,52,148480,2,4,0.0011,0.415,0.782,0,-6.745,0.0461,0.564,135.029,"['Punk rock', 'Pop punk', 'Power pop']",25427,0,0
seventies_Sweet Jane,The Velvet Underground,V,0.002012072,1973,3,69,246306,2,4,0.015,0.619,0.637,0,-7.369,0.0286,0.936,105.205,['Proto-punk'],37376,0,0
seventies_Behind Blue Eyes,The Who,T,0.004024145,1971,67,75,221426,4,4,0.162,0.394,0.594,3.36E-05,-8.17,0.0327,0.342,127.115,"['Hard rock', 'Folk rock']",87648,0,91
seventies_Baba O'Riley,The Who,W,0.004024145,1971,76,75,300000,5,4,0.287,0.494,0.722,0.186,-8.373,0.0347,0.156,117.312,['Hard rock'],173725,0,0
seventies_Don't Leave Me This Way,Thelma Houston,T,0.002012072,1975,56,54,217733,0,4,0.153,0.553,0.839,6.00E-05,-5.844,0.116,0.673,121.819,"['Disco', 'Soul music', 'Rhythm and blues']",77600,0,0
seventies_Whiskey In The Jar,Thin Lizzy,T,0.004024145,1972,61,68,345186,7,4,0.531,0.557,0.693,0.00141,-11.044,0.0445,0.747,127.531,[],170914,0,0
seventies_The Boys Are Back In Town,Thin Lizzy,T,0.004024145,1976,73,68,266720,8,4,0.234,0.445,0.706,0.000252,-9.803,0.0461,0.768,80.823,"['Hard rock', 'Blues rock']",69807,0,0
seventies_I Love to Love,Tina Charles,T,0.002012072,1986,54,50,183693,9,4,0.143,0.677,0.703,6.96E-05,-9.344,0.0344,0.962,99.419,"['Disco', 'Pop music']",19675,0,0
seventies_I Hope That I Don't Fall In Love With You,Tom Waits,T,0.002012072,1973,57,65,233533,0,4,0.918,0.539,0.296,0.0056,-11.74,0.0253,0.545,85.622,[],0,0,0
seventies_Hold the Line,Toto,T,0.002012072,1978,74,78,235800,6,4,0.0397,0.494,0.698,0.00634,-12.049,0.0553,0.778,95.842,"['Hard rock', 'Yacht rock']",66183,0,0
seventies_Ain't Talkin' 'Bout Love,Van Halen,V,0.002012072,1978,38,76,226973,8,4,0.00392,0.498,0.887,0.000376,-8.344,0.0383,0.714,139.126,"['Hard rock', 'Heavy metal music']",16670,0,0
seventies_Moondance,Van Morrison,V,0.002012072,2015,38,77,271866,9,4,0.43,0.646,0.327,1.13E-05,-10.507,0.033,0.523,134.687,"['Soft rock', 'Jazz rock']",18594,0,0
seventies_Y.M.C.A.,Village People,V,0.004024145,1978,40,64,226426,1,4,0.169,0.673,0.948,0,-4.477,0.159,0.703,126.634,['Disco'],256016,0,34
seventies_In the Navy,Village People,V,0.004024145,1979,54,64,339946,9,4,0.0725,0.725,0.959,0,-6.994,0.0472,0.755,127.323,['Disco'],28340,0,0
seventies_Low Rider,War,W,0.002012072,1975,63,63,190826,0,4,0.0877,0.812,0.644,0.785,-10.761,0.0493,0.989,140.075,"['Funk', 'Latin soul']",61647,0,0
seventies_When You Are a King,White Plains,W,0.002012072,2013,7,29,171693,7,3,0.781,0.601,0.249,0,-14.301,0.038,0.173,109.397,[],0,0,0
seventies_Play That Funky Music,Wild Cherry,W,0.002012072,1976,66,59,300000,9,4,0.0435,0.814,0.672,0,-12.068,0.0619,0.933,109.394,['Funk rock'],93311,0,0
seventies_Blood Is Thicker Than Water,William DeVaughn,W,0.002012072,2014,47,50,441889,4,4,0.13,0.759,0.454,0.095,-13.392,0.0841,0.702,101.041,[],0,0,0
seventies_Mull Of Kintyre,Wings,W,0.006036217,1977,33,67,285640,2,3,0.000301,0.328,0.337,0,-12.312,0.0269,0.402,90.425,['Scottish folk music'],77914,0,0
seventies_Silly Love Songs,Wings,W,0.006036217,1976,29,67,355186,0,4,0.154,0.755,0.46,0.116,-10.503,0.0338,0.83,124.964,"['Disco', 'Funk']",37880,11,0
seventies_My Love,Wings,W,0.006036217,1973,21,67,250280,5,4,0.458,0.426,0.38,0.00125,-12.929,0.0335,0.119,120.061,['Lounge music'],23260,9,0
seventies_Making Plans For Nigel,XTC,X,0.002012072,1979,59,57,253800,7,4,0.0143,0.632,0.893,5.29E-06,-6.04,0.0454,0.773,149.97,[],54533,0,0
seventies_Father And Son,Yusuf / Cat Stevens,C,0.00804829,1970,73,74,221000,7,4,0.61,0.495,0.343,9.45E-05,-11.549,0.0355,0.453,135.882,['Folk rock'],104052,0,70
seventies_Wild World,Yusuf / Cat Stevens,C,0.00804829,1970,75,74,200160,0,4,0.354,0.483,0.503,0.000284,-9.396,0.0341,0.598,151.862,['Folk rock'],59134,15,49
seventies_Sad Lisa,Yusuf / Cat Stevens,C,0.00804829,1970,49,74,225706,2,3,0.925,0.58,0.219,0.0453,-15.577,0.0319,0.373,112.76,[],0,0,0
seventies_Morning Has Broken,Yusuf / Cat Stevens,C,0.00804829,1972,65,74,200000,7,3,0.614,0.443,0.324,0.00568,-13.135,0.0312,0.386,133.102,[],76547,23,0
seventies_If I Can't Have You,Yvonne Elliman,Y,0.002012072,1977,24,52,182760,9,4,0.00544,0.552,0.89,0,-8.317,0.0381,0.929,115.481,['Disco'],16433,0,0
